protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,f_value,p_value,q_value,significant
sll1499,2761598.42748202,4620102.18183262,3316579.84171935,3713567.81169523,2949272.98916261,3044311.33174642,3274559.99002014,2200007.19172308,4975483.95258125,5027811.67698972,4080151.17790585,5619338.99986365,3700710.15804596,5934101.624757499,4788144.18522024,4721244.41978354,7738264.99650178,4459007.44172167,8032104.87545276,5473389.98659601,7.307163572857496,0.0017901538786387159,0.005512725520311277,Yes
sll0314,826789.648220487,1895261.31331792,1525515.21664517,1774873.74264946,1357731.60383062,1730273.04183107,1454530.02641782,2153953.72712595,3646128.55249047,2451783.42249348,2733202.30318645,2947573.94820482,2760335.9809886003,2300883.0057685003,2358252.46870856,2210265.93103508,2070435.38554432,2664382.0680502,1477203.23816945,1801945.0530546003,7.285623531396756,0.001815012641093292,0.005558043630041772,Yes
slr6050,770015.734578343,908483.438540863,669862.712129678,833875.139065489,655708.17884356,620948.197337316,612765.582308367,629582.2021222389,546891.245343056,656675.52593801,564655.205218965,645641.6578268771,393946.829747455,562650.677755005,541182.52863218,472758.72673773795,560060.5658117189,382348.36713044206,701877.643866517,497263.891149681,7.283001160058167,0.001818065575144537,0.005558043630041772,Yes
slr0930,1545770.75521,1602655.09669,987456.256734,1348851.10832,1370586.90442,1004983.6204299999,1098950.15194,687097.293984,1734454.83165,2208070.51224,1453333.3464,1967108.3564900002,1106196.90083,2034183.8311400001,1315064.56392,1497581.16148,2737372.1104900003,1695901.38501,3423465.56556,2424550.83692,7.280109556582544,0.001821438670094111,0.005558043630041772,Yes
slr1718,5292500.562273,4798065.739715001,4458005.3290800005,4790325.9222800005,5861700.921273001,4708614.90421,5429891.65264,1320063.757182,4265374.22143,3695041.0227980004,4303565.647221,2045316.1466849998,4336910.077937,1963427.432122,1855356.5818959998,2543446.5499400003,799799.7941350001,874135.222711,1154370.218065,435174.55599799997,7.277364511949578,0.0018246473418432896,0.005558043630041772,Yes
slr1840,106406.5062288,381914.6063259,299866.6908968,351110.08822,272020.5982339,236218.783987,176376.7435875,264460.964577,440823.091638,385284.8033193,385534.560261,572112.631632,295880.3967865,587903.154672,442527.7428875,404297.013606,657022.773923,464068.25590600003,841354.2825310001,556433.216519,7.277241409431934,0.0018247913853470475,0.005558043630041772,Yes
slr1900,604793.4115213,1197750.782334,879091.3543639999,1133121.296602,490838.191109,623304.904527,296968.0468383,1155403.133124,1865921.2786700001,1385285.348318,1837907.711128,1192138.055145,2540002.44665,1332294.6761120001,2212423.8117959998,2185834.14981,2003449.195607,1313432.742142,799787.6591060001,1213329.304245,7.270940741696716,0.0018321810358686618,0.005568393344306717,Yes
slr1042,6360093.95087,7239105.549989999,4172618.5071300003,4398139.0283699995,5278230.58046,3187324.326101,4790842.27547,3327168.782895,3031589.2940490004,3872019.3325,3202962.331441,3053876.330096,3165979.06671,3063135.869951,2741549.5966580003,2644211.2646689997,2729329.2505880003,2861617.093362,3021851.50527,2498804.972141,7.2628517978028535,0.0018417176278099088,0.005585208893032223,Yes
slr1847,10917419.119805198,10275640.5347532,14108713.1967609,13557946.6779566,7138981.30750991,17383466.0603732,11689678.2854344,24383258.3980489,3685795.01669547,1560342.19721552,7371436.972345799,1766774.60379201,13403934.680935198,1457271.33352499,1793112.33524887,2340588.95534104,858639.2732015459,1296848.74869432,953678.3664261621,1198248.7590777,7.2498660366156615,0.001857144851492726,0.005618152284865158,Yes
sll0757,2606817.862433,4516168.04811,2893860.345445,3394300.317629,3157897.4353529997,2679988.614016,2511126.633111,2175560.930652,2609391.1159349997,2394589.745215,2584641.201211,2771380.9760419996,1839048.576356,2106880.194836,1852721.163714,1656848.167831,1547806.500658,1594251.494147,2331432.0538080004,1997209.601511,7.246944802574039,0.0018606353803639446,0.005618152284865158,Yes
sll1041,576616.884726,474098.23691899993,348305.634901,365254.732586,351747.53080300003,328924.79581,280360.054114,380304.650336,285532.842998,59086.32586440001,218087.79954,239698.68401199998,172955.19265399998,236760.39974899997,224762.44673400003,162947.988181,156993.5401,240137.292484,322724.618393,290413.955389,7.2304544336709915,0.0018804788972590185,0.005665805748760974,Yes
ssr3402,3253429.64372981,3300479.90086425,2820243.65631867,3611068.35081694,5702460.55156064,3363687.70524165,4870899.44595143,7316347.64172744,2795561.51501747,1831390.12399443,2728919.0603063,2277054.65913951,3515937.58377614,1866410.76294407,2496336.64696062,2792847.36217428,2459586.67229759,3558258.97092012,1818950.05580973,2001653.28898347,7.216823430737924,0.001897062129639075,0.005692513631724095,Yes
sll1852,4038588.25748586,2879045.35520852,2944072.19387107,2259384.06590823,1628428.86292576,3444189.42087305,3058601.51817532,2165264.04058855,2901234.95989681,2176186.55758673,1517301.62602076,752410.868839393,1767253.54708334,566684.897187424,2251360.42334576,905485.2283774379,533684.594209464,527692.0990280029,359864.30565949297,701943.188416545,7.214767311233463,0.0018995778710491178,0.005692513631724095,Yes
slr2060,192485.714168,142471.74992,215347.59747600002,239323.515875,187469.250455,177576.947679,168928.68086,285637.699254,181873.004112,199332.31633099998,170002.022345,161421.594994,136441.74745999998,163187.598065,130982.080266,93527.0709891,86074.7377543,74902.6548191,126407.32675899999,85269.0828013,7.213128923118797,0.0019015851988411672,0.005692513631724095,Yes
slr0399,184789.49259222,1105896.99704731,922933.9870162379,652987.9560411021,937310.867016647,989886.0937098791,805473.846683282,1120473.59630264,2242040.6849521,2021919.04899475,1273706.47102919,1178977.84645497,1428275.99408349,2546030.59449867,1871314.8318606003,1719613.55977559,3435413.27727959,1957791.63311635,2272438.46009271,1733970.93206569,7.188173945053635,0.0019324576250165082,0.005772544725691711,Yes
sll1338,2027442.39720272,1195778.68072248,1220688.85532179,1241880.00981077,293813.896248032,1465576.65504163,863596.724612386,1090262.69651543,657609.9029335821,279496.26863066,489994.973072291,270941.238148023,481036.683997837,585207.788591914,389646.767997306,515930.208658411,239559.13404386802,240703.50420679897,403232.983676751,850189.297408861,7.140299680563252,0.001993281537996882,0.005941512276721474,Yes
sll0216,1852988.31266895,2300952.12318745,1437740.07742113,1671193.17548936,1680486.08245963,1145078.67697655,1350959.42754567,735613.8083977379,1553208.86474096,2040174.97004779,1411543.62905258,2128643.09207145,1217082.40007132,1912494.21038092,1855318.83801096,1605550.23925081,2673204.78663855,2226897.45910169,3191323.81739781,2339167.74037162,7.12663280320517,0.0020110396951875864,0.005981663912125124,Yes
sll1380,2945141.27038803,4280795.15041323,3410116.99822905,3691578.36049397,3521809.05425685,2967581.77360317,3071113.85002313,4223218.96267562,8980025.20685307,4708927.36693546,6220808.65784233,5958680.71002738,6402114.43348928,5360352.03202259,6145550.56109479,5599608.89432538,7484753.22246506,6961922.31346708,4134812.03113916,6924904.08392909,7.12265111656596,0.002016246877749985,0.005984392328640912,Yes
sll0529,3075062.18172682,4160510.70376696,2260440.85948591,2003077.06544843,659696.676468624,1623548.67663661,1693067.17708564,876315.1602110009,3976025.25943314,4116532.74282243,3744566.09585735,3653384.23265649,2247091.76009115,4952710.86657417,4968902.21241207,3937735.61448554,4683821.90399879,2819234.48786455,4087071.9348562006,2881689.80593093,7.1163628299705595,0.002024501626134182,0.005996135389505699,Yes
slr1724,128960.616729,808330.289752,675953.6330220001,810858.425003,498459.205443,639281.714187,98714.64388830001,172538.74980299998,935004.124491,1110327.44679,682166.4799350001,1268567.91868,583539.70708,1058487.99606,912744.4667049999,778520.445188,1294350.3200299998,935690.7510940001,1280544.3916200001,1702586.02513,7.085326361111271,0.002065806739062951,0.0060999195680762975,Yes
slr1950,73170.22101339999,79497.7861388,81306.5405918,131728.105449,129650.401641,237294.517708,72973.10379260001,128238.24652999999,212146.998282,231829.060527,187849.539055,224085.950427,172638.410771,298905.508543,213231.52848699997,211460.533385,331788.106429,183274.261926,398973.930405,260967.27616999997,7.083484202192709,0.002068288140286802,0.0060999195680762975,Yes
sll0550,464096.52920369996,742109.5767270001,561449.5514479999,546590.064189,329359.7083294,874603.71047,253625.1844344,591412.9864609999,867220.7049700001,909315.8554280001,593891.7070016,1049932.790802,554452.0135068,918382.6647290001,999904.2098600001,866431.81933,1135247.9663200001,1086429.542079,1120321.828129,1632842.340641,7.078346985786249,0.0020752258022534295,0.006107468342074966,Yes
sll0145,13049663.6028859,14659643.502702698,12623018.4593763,13611714.038038401,12431251.5410262,11470394.337284598,10464794.675479902,374603.824846776,16181098.735300198,13644191.4657605,16181814.8382413,14071221.553241199,18956525.127882298,16740916.0690395,16708978.690692801,18162840.707126003,23725086.4842083,23584070.591535896,13422488.311574,24219558.8228925,7.038278930225436,0.002130247158142704,0.0062561995486506775,Yes
slr1234,7809683.675760001,6533293.525830001,5930100.8383599995,5449302.7345,5951332.40042,6874646.99203,6741470.85107,12871697.6943,3077112.95475,1538373.285266,4489244.823469999,1387805.180031,6677461.96095,1880887.878934,1943460.2704403999,2565612.1519,2194804.9098766004,3050936.6930919997,1944445.940696,2037521.1338709998,7.022494116723305,0.0021523735161994117,0.006297614596540373,Yes
sll0086,1689659.79105555,1694413.83725633,1166046.83974092,1519636.87515813,1135475.75004986,863721.2908845859,1044271.94216802,540265.68760804,1012972.82790813,425462.713770128,914832.0303825929,960919.271588084,375990.322456075,937054.515354059,942550.70935082,766645.926440156,692279.665254176,638820.9027748139,921929.911896768,829903.456088046,7.021781950595905,0.0021533778943009017,0.006297614596540373,Yes
sll1430,3361871.14653,4645800.653940001,4209310.55127,4226202.4782300005,2763809.952172,3612609.0614,2653879.094161,2806783.499898,3888046.399379,4668287.263701,3405500.9214459998,4389929.289557,2870462.770553,3847278.1279269997,3513293.4646083,3185739.013117,4666708.2718025,3913057.9559589997,5143965.140517,4678534.700354001,6.997088965656152,0.0021885321536484234,0.006387034214099478,Yes
slr0322,4042220.52751265,4083744.1662808,2734442.6133684,3043401.44300542,2997996.10961609,2477529.31386691,2725639.41216109,1613859.10155663,2228081.98790425,2226263.6777215,2398993.61198462,2206915.28730072,1667810.70865808,2027951.35917122,1901163.56897198,1710574.60131598,1866644.09682244,1530870.21696815,2828122.6993482,1615956.67026062,6.936828958920054,0.0022770737972970224,0.006631561476470451,Yes
slr0288,14679834.823641501,12930149.1821491,9069015.55673095,10886463.4546717,3820084.56442155,7473025.75042058,8234999.13942753,5172967.7692142995,14434413.717137802,16375407.562019799,11505458.2510131,16441755.773869,8134125.15727344,15028771.150747303,11888436.8448859,12422032.844377698,10870392.3559048,8359367.53077796,13390998.7342818,10347708.826700699,6.909537592063989,0.0023184986967231913,0.006738136837351775,Yes
slr0592,67240.4550982,134621.732884,140450.239544,121005.135824,86202.0983373,176934.786352,149359.337779,200882.765305,410602.78538200003,383330.779127,290431.17412399995,208340.058331,308697.642672,400771.94299999997,188537.55418,384301.182991,263002.188225,303991.069111,595488.821855,511251.77561099996,6.861572003628779,0.0023933825017140903,0.006941306839690553,Yes
slr1735,1255810.212703,2210891.958735,2208433.418184,588816.816477,1026331.7766870001,421004.557278,524028.3367628,911899.796769,2822326.60835,2367512.49778,2067791.1289,2511271.62177,1415000.530121,3132064.72115,1458288.618468,1818019.6968069999,1129777.484614,795386.625571,416426.0602823,1043117.0074843001,6.837600874791727,0.0024318265661315026,0.007038170248451134,Yes
sll0078,295818.80713629304,443519.73509170295,541875.653256451,551719.028713143,586750.425021716,645238.7507633229,417554.120838564,1890675.23767617,2107753.81854828,2248385.96898979,1110729.2647948998,2481123.65072846,946641.979762239,1852944.39780199,1459493.18336799,1398717.86172022,1297166.00636477,1770648.12669174,2233159.16654599,1569668.57177281,6.805546369321698,0.0024843282797049875,0.007175233851321859,Yes
sll1091,7280159.25123779,7281337.96155318,5474367.26989269,6293766.04309419,12103819.663107099,5919636.87986341,7432157.24660078,4701550.76139889,11477613.274158802,11339392.629776,9450327.45459682,12455032.3078906,12401842.858314699,15697792.737938099,13134982.678395301,14577799.5236077,11026391.603440199,8777516.08468765,14910775.0420538,7414343.88673668,6.8005301144656265,0.0024926595481160442,0.007184421631450169,Yes
slr0302,48549.44381130001,96216.44629450001,59415.884578699995,101197.596763,227430.380018,72732.0969255,192939.132598,208434.10441600002,375288.460579,232580.504484,220562.54743200002,142818.305769,198355.591897,111288.253263,62282.27421830001,73585.644189,360237.127203,372136.61274099996,228826.691681,235946.91686,6.795006864426458,0.0025018693550125488,0.0071960984541082585,Yes
sll1582,180977.608251,164986.055031,171475.245775,230721.49185500003,187141.469667,155789.536701,147057.436339,110684.337982,241049.570816,219900.96173699998,197002.61355799998,334313.20089000004,151649.48577,286345.234825,218667.94743899998,213222.559927,329872.698898,265534.050223,418037.38068,287187.773082,6.745312200476316,0.0025864828471424215,0.007424163727908802,Yes
sll0422,3537249.78375499,3748931.95612107,3072552.06624532,3726206.43571025,3651881.97114439,3007892.94459825,2706069.63221001,2309151.99910384,5888653.86787352,4295045.18142546,5379380.30052574,4760225.6786052,5635288.08444869,5210968.20041554,11672899.5781785,5477271.36329179,7667966.81276895,6986761.70278279,6105433.63561869,8087980.01416374,6.7160892529287235,0.002637745470447242,0.007555759612472079,Yes
sll0208,7008602.908410001,3681679.57741,2433046.7313599996,4492392.61813,7321403.4176199995,2472533.49035,4336473.98553,3285308.87488,8194818.534,6071252.38478,6892706.42424,6885056.353130001,9861612.700860001,10257706.824,8235516.756239999,10466952.97928,7817007.76462,4964419.4311,9368702.93636,5129114.69699,6.71263984038527,0.0026438716922014536,0.007557788956190631,Yes
sll1104,77470.06049360002,177610.776552,201286.314322,194395.97832999998,243022.997468,215098.57471100002,205472.933502,215741.83535900002,392041.67278200004,279827.15204200003,341562.882841,258871.169291,400530.506695,280208.45104,350013.20060700004,302503.468376,265828.709749,406984.324686,429123.349281,252891.545255,6.708459453287099,0.002651317669272544,0.007563574946084251,Yes
slr0661,870949.164718,2680761.66294,2164290.68529,2219540.43565,737600.036668,2104763.5630799998,1170474.33535,1028027.1247,942177.993353,580123.391587,1032466.3723299999,358501.847307,843946.817991,787883.653068,521982.62710100005,253929.81708200002,133800.39136900002,653330.335294,504320.37258,518708.141596,6.666228210990152,0.0027278805144295795,0.007757538191078169,Yes
slr1986,31528518.1164972,152030204.68073702,311124591.345106,230219433.53735098,276726955.663112,145564841.31495,299444678.782305,251050483.58918998,35128349.7027187,88733022.27998921,133419908.23396102,78443868.6891593,107277444.104459,45551142.661129996,67417807.1149984,77108500.83703199,37970082.35582971,44752323.599739395,52945012.0011805,34011169.3794444,6.664844487058465,0.0027304310048884453,0.007757538191078169,Yes
